,sno,new_tweet_text,old_tweet_text,new_label,old_label,updated,
2015,2021,@ochocinco you doin anything to help the victims of hurricane sandy? I'm sure you have plenty of time on your hands ð,@ochocinco you doin anything to help the victims of hurricane sandy? I'm sure you have plenty of time on your hands 🙏,not_request,not_request,1,0
2016,2022,Top Stories #news Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/ctTX8iZ3,Top Stories #news Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post http://t.co/ctTX8iZ3,not_request,request,1,1
2017,2023,RT @PhillipPhever: BUY YOUR TICKETS TO @PHILLIPS ONLINE CONCERT PHILATICS! $$ GOES TO HURRICANE SANDY VICTIMS! http://t.co/TIgLEeu3,RT @PhillipPhever: BUY YOUR TICKETS TO @PHILLIPS ONLINE CONCERT PHILATICS! $$ GOES TO HURRICANE SANDY VICTIMS! http://t.co/TIgLEeu3,not_request,request,1,1
2018,2024,Rick's Cafe located at 695 Bay Street will be serving free food today from 2pm-4pm to help with Hurricane Sandy Relief Efforts. #helpsi,Rick's Cafe located at 695 Bay Street will be serving free food today from 2pm-4pm to help with Hurricane Sandy Relief Efforts. #helpsi,not_request,not_request,1,0
2019,2025,Me &amp; @erin_babyx3 will soon be selling bracelets for $3 to raise money for Hurricane Sandy victims...stay tuned! #RebuildHoboken #RebuildNJ,Me &amp; @erin_babyx3 will soon be selling bracelets for $3 to raise money for Hurricane Sandy victims...stay tuned! #RebuildHoboken #RebuildNJ,not_request,request,1,1
2020,2026,React Mobile was recently featured on the #Hurricane #Sandy Relief app showcase!  http://t.co/yHkK77kn,React Mobile was recently featured on the #Hurricane #Sandy Relief app showcase!  http://t.co/yHkK77kn,not_request,not_request,1,0
2021,2027,"Too funny, but please safe everyone! Hurricane Sandy Texts From Your Mom http://t.co/CLXf799X","Too funny, but please safe everyone! Hurricane Sandy Texts From Your Mom http://t.co/CLXf799X",request,not_request,1,1
2022,2028,Please donate $10 to Hurricane Relief text REDCROSS 90999 Thank You #SandyHELP,Please donate $10 to Hurricane Relief text REDCROSS 90999 Thank You #SandyHELP,request,request,1,0
2023,2029,"A great player and a great man. RT @SI_PeterKing: Charles Woodson, you are a gem. Woodson donated $100,000 to hurricane relief.","A great player and a great man. RT @SI_PeterKing: Charles Woodson, you are a gem. Woodson donated $100,000 to hurricane relief.",not_request,not_request,1,0
2024,2030,"â@Yankees: The #Yankees will donate $500,000 to help the tri-state area recover from Hurricane Sandy.â What a Joke","“@Yankees: The #Yankees will donate $500,000 to help the tri-state area recover from Hurricane Sandy.” What a Joke",not_request,not_request,1,0
2025,2031,"RT @Hannaford: Starting today, you can make a donation to the red cross for hurricane #hurricanesandy relief at every Hannaford location ...","RT @Hannaford: Starting today, you can make a donation to the red cross for hurricane #hurricanesandy relief at every Hannaford location ...",not_request,request,1,1
2026,2032,@snooki is giving away her clothes to help hurricane sandy victims . #loveher #soamazing #suchaninspiration,@snooki is giving away her clothes to help hurricane sandy victims . #loveher #soamazing #suchaninspiration,not_request,not_request,1,0
2027,2033,Psalm 89 Subdue the Storm Tossed Waves T-shirts: Support for victims of Hurricane Sandy.  R... http://t.co/m7ukyBFL #bible #gift #design,Psalm 89 Subdue the Storm Tossed Waves T-shirts: Support for victims of Hurricane Sandy.  R... http://t.co/m7ukyBFL #bible #gift #design,not_request,not_request,1,0
2028,2034,Atta boys. â@USBSF: Here are @BOBSLEDR and @DRobUSA with the FDNY while in NYC for Hurricane Sandy relief. http://t.co/1EmTqbPKâ,Atta boys. “@USBSF: Here are @BOBSLEDR and @DRobUSA with the FDNY while in NYC for Hurricane Sandy relief. http://t.co/1EmTqbPK”,not_request,not_request,1,0
2029,2035,Please help spread the word about the Red Cross and the work their doing to help those affected by Hurricane Sandy.,Please help spread the word about the Red Cross and the work their doing to help those affected by Hurricane Sandy.,request,request,1,0
2030,2036,"Toronto, here's how we can help #Hurricane #Sandy survivors http://t.co/AtHnAxHq","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
2031,2037,@donnabrazile don't you think Donald Trump should donate his $5M to the Red Cross for hurricane relief!!!!,@donnabrazile don't you think Donald Trump should donate his $5M to the Red Cross for hurricane relief!!!!,not_request,not_request,1,0
2032,2038,RT @friendlyfordros: Ford is pitching in to help out with the Hurricane Sandy relief by donating to the American Red Cross and... http:/ ...,Not Found,not_request,Not Found,0,1
2033,2039,Looking to provide aid to areas affected by Hurricane Sandy? Text HUMANE to 80888 or UWHC to 52000 from a #Verizon device.,Looking to provide aid to areas affected by Hurricane Sandy? Text HUMANE to 80888 or UWHC to 52000 from a #Verizon device.,not_request,request,1,1
2034,2040,@sammyhagar #rock #music Sammy Hagarâs Atlantic City bar damaged by Hurricane Sandy - today @ hennemusic http://t.co/wBAUbXc5,@sammyhagar #rock #music Sammy Hagar’s Atlantic City bar damaged by Hurricane Sandy - today @ hennemusic http://t.co/wBAUbXc5,not_request,not_request,1,0
2035,2041,"Please, join us at JS Basketball. Donate $10 to the Redcross by texting to 90999 for the Hurricane Sandy victims","Please, join us at JS Basketball. Donate $10 to the Redcross by texting to 90999 for the Hurricane Sandy victims",request,request,1,0
2036,2042,"RT @LEFTH00K: Hey STATEN ISLAND, We all know the MEDIA won't report OBAMA'S FAILURE to help HURRICANE SANDY victims so we are doing it f ...","RT @LEFTH00K: Hey STATEN ISLAND, We all know the MEDIA won't report OBAMA'S FAILURE to help HURRICANE SANDY victims so we are doing it f ...",not_request,not_request,1,0
2037,2043,iTunes Accepting Red Cross Donations For Hurricane Sandy Victims Apple on Wednesday made it a bit easier for concerned http://t.co/e6y9A5Nu,iTunes Accepting Red Cross Donations For Hurricane Sandy Victims Apple on Wednesday made it a bit easier for concerned http://t.co/e6y9A5Nu,not_request,request,1,1
2038,2044,Christina Aguilera + friends perform at 'Hurricane Sandy' benefit concert raising $23 MILLION for Hurricane victims: http://t.co/eUBHsqhd,Christina Aguilera + friends perform at 'Hurricane Sandy' benefit concert raising $23 MILLION for Hurricane victims: http://t.co/eUBHsqhd,not_request,not_request,1,0
2039,2045,The efforts of both Obama and Romney to help the hurricane victims should be the basis off undecided votes. #obamamama #obamabiden2012,The efforts of both Obama and Romney to help the hurricane victims should be the basis off undecided votes. #obamamama #obamabiden2012,not_request,not_request,1,0
2040,2046,How to help after Hurricane Sandy - KFDA http://t.co/IdQNpUY2 #YMDLU,How to help after Hurricane Sandy - KFDA http://t.co/IdQNpUY2 #YMDLU,not_request,request,1,1
2041,2047,"SF Community, here's how we can help #Hurricane #Sandy survivors http://t.co/ALEnOuom","SF Community, here's how we can help #Hurricane #Sandy survivors http://t.co/ALEnOuom",not_request,not_request,1,0
2042,2048,Adam Levine Lends a Helping Poster for Hurricane Sandy Relief: Adam Levine offers his help to The Voice contesta... http://t.co/KOLvWbzh,Adam Levine Lends a Helping Poster for Hurricane Sandy Relief: Adam Levine offers his help to The Voice contesta... http://t.co/KOLvWbzh,not_request,not_request,1,0
2043,2049,@reneegraziano Renee you are a Star for all your hard work and help you are doing for victims of Hurricane Sandy. God Blessâ¡,@reneegraziano Renee you are a Star for all your hard work and help you are doing for victims of Hurricane Sandy. God Bless♡,not_request,not_request,1,0
2044,2050,RT @GalleyCat: How to volunteer for Hurricane Sandy relief on the East Coast. Lots of ways to help: http://t.co/KEma9EAU,RT @GalleyCat: How to volunteer for Hurricane Sandy relief on the East Coast. Lots of ways to help: http://t.co/KEma9EAU,not_request,request,1,1
2045,2051,Donate $10.00 to help with hurricane Sandy. Text the word Redcross to 90999 on your cell phone. #P2,Donate $10.00 to help with hurricane Sandy. Text the word Redcross to 90999 on your cell phone. #P2,request,request,1,0
2046,2052,Hurricane Sandy Relief Support Provided by PetSmart CharitiesÂ® Emergency Relief Waggin'Â®  Go here to help the animals! http://t.co/tiYqgJB5,Not Found,not_request,Not Found,0,1
2047,2053,"Monetary contributions can be made out to ""Tunnel 2 Towers Hurricane Sandy Relief Fund"" here http://t.co/ok6w3S0p #helpsi","Monetary contributions can be made out to ""Tunnel 2 Towers Hurricane Sandy Relief Fund"" here http://t.co/ok6w3S0p #helpsi",not_request,request,1,1
2048,2054,RT @GMA: Have you donated to our #DayofGiving to help those suffering from Hurricane Sandy? Go here: http://t.co/XCOULQZM,Support New York RT @GMA Have you donated to our #DayofGiving to help those suffering from Hurricane #Sandy? Go here: http://t.co/DfkZzaM2,not_request,request,1,1
2049,2055,Will probably use @ingnycmarathon day Sunday to help out victims of Hurricane #Sandy. Might as well make the most of the situation.,Will probably use @ingnycmarathon day Sunday to help out victims of Hurricane #Sandy. Might as well make the most of the situation.,not_request,not_request,1,0
2050,2056,Help Hurricane Sandy victims by donating to the Red Cross thru @AquamanShrine! http://t.co/ZMnc53AE Includes a drawing for amazing prizes!,Help Hurricane Sandy victims by donating to the Red Cross thru @AquamanShrine! http://t.co/ZMnc53AE Includes a drawing for amazing prizes!,request,request,1,0
2051,2057,"Help #hurricane victims get hot meals - donations are tax ded! bbq pitmasters doing disaster relief http://t.co/2bBbMw5T @OpBBQRelief, RT","Help #hurricane victims get hot meals - donations are tax ded! bbq pitmasters doing disaster relief http://t.co/2bBbMw5T @OpBBQRelief, RT",request,not_request,1,1
2052,2058,Hurricane Sandy Relief....Made Easy! #constantcontact http://t.co/yZczuItf,Hurricane Sandy Relief....Made Easy! #constantcontact http://t.co/yZczuItf,not_request,request,1,1
2053,2059,Text Redcross to 90999 to provide relief to those affected by Hurricane Sandy. #SandyHelp,Not Found,request,Not Found,0,1
2054,2060,Hurricane Sandy Relief | PremadePaleo http://t.co/bvcXLBQ3,Hurricane Sandy Relief | PremadePaleo http://t.co/bvcXLBQ3,not_request,not_request,1,0
2055,2061,damn I had to go all the way down rt.1 to make a uturn...hurricane fucked hella lights up!,damn I had to go all the way down rt.1 to make a uturn...hurricane fucked hella lights up!,not_request,not_request,1,0
2056,2062,"Donate $10 for Hurricane Sandy victims. Text CONVOY to 50555. If it was you, wouldn't you want help? RT and Text! @Zendaya96 plz RT!","RT @zenycoleman96: Donate $10 for Hurricane Sandy victims. Text CONVOY to 50555. If it was you, wouldn't you want help? RT and Text! @Ze ...",request,request,1,0
2057,2063,Text REDCROSS to 90999 to make a $10 donation! every little bit helps those effected by hurricane #sandy http://t.co/LY08vSZa,Text REDCROSS to 90999 to make a $10 donation! every little bit helps those effected by hurricane #sandy http://t.co/LY08vSZa,request,request,1,0
2058,2064,RT @jbadamusic: Support and help out by copping the Hurricane Sandy Relief Mixtape.  You know I had to donate a few bangers for... http: ...,RT @jbadamusic: Support and help out by copping the Hurricane Sandy Relief Mixtape.  You know I had to donate a few bangers for... http: ...,request,request,1,0
2059,2065,#HurricaneSandy Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: BlissTreeHu... http://t.co/VVgIqSjh #Sandy,#MUSTFOLLOW Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHu... http://t.co/FZ9B0imu #TEAMFOLLOWBACK,not_request,request,1,1
2060,2066,"RT If someone you know needs shelter from #Sandy, text SHELTER + your zip to 43362 to find a safe place in your area. #Frankenstorm Pls RT!","RT If someone you know needs shelter from #Sandy, text SHELTER + your zip to 43362 to find a safe place in your area. #Frankenstorm Pls RT!",not_request,not_request,1,0
2061,2067,Join me -donate tonight - text 90999 to donate $10 or more to the #Sandyhelp hurricane relief effort. @redcross,Join me -donate tonight - text 90999 to donate $10 or more to the #Sandyhelp hurricane relief effort. @redcross,request,request,1,0
2062,2068,"RT @gawker: This is the quickest, easiest guide to helping out with Hurricane Sandy relief efforts no matter where: http://t.co/IaYLZumP","RT @Gawker: This is the quickest, easiest guide to helping out with Hurricane Sandy relief efforts no matter where you are: http://t.co/ ...",not_request,not_request,1,0
2063,2069,"#AUTOHEADLINES Mercedes-Benz USA Donates $1,000,000 To The American Red Cross For Hurricane Sandy Relief Effort:... http://t.co/ILe32zfV","#AUTOHEADLINES Mercedes-Benz USA Donates $1,000,000 To The American Red Cross For Hurricane Sandy Relief Effort:... http://t.co/ILe32zfV",not_request,not_request,1,0
2064,2070,Help for Hurricane Sandy TEXT REDCROSS to 90999,Help for Hurricane Sandy TEXT REDCROSS to 90999,request,request,1,0
2065,2071,ROBIN HOOD: LEARN HOW YOU CAN HELP HURRICANE RELIEF EFFORTS http://t.co/mU8CgMt6,ROBIN HOOD: LEARN HOW YOU CAN HELP HURRICANE RELIEF EFFORTS http://t.co/mU8CgMt6,not_request,request,1,1
2066,2072,I want to help the people affected by the hurricane,I want to help the people affected by the hurricane,not_request,not_request,1,0
2067,2073,"Not enough RT@pgammo NEW YORK YANKEES TO DONATE $500,000 TO HURRICANE SANDY RELIEF EFFORTS IN TRI-STATE AREA","Not enough RT@pgammo NEW YORK YANKEES TO DONATE $500,000 TO HURRICANE SANDY RELIEF EFFORTS IN TRI-STATE AREA",not_request,not_request,1,0
2068,2074,"Thank you MT â@SunsPRgirl: @Suns will be collecting donations for the Red Cross on Fri, beginning at 5pm for victims of Hurricane Sandyâ","Thank you MT “@SunsPRgirl: @Suns will be collecting donations for the Red Cross on Fri, beginning at 5pm for victims of Hurricane Sandy”",not_request,request,1,1
2069,2075,IMPORTANT: Hurricane Sandy Update (10/31 5:15 PM) Power has been restored and the Center will be open at 5PM... http://t.co/FR46bDOS,"IMPORTANT: Hurricane Sandy Update (10/31 5:15 PM)

Power has been restored and the Center will be open at 5PM... http://t.co/FR46bDOS",not_request,not_request,1,0
2070,2076,RT @NYGovCuomo: For info on extended tax filing deadlines: http://t.co/c9zPpeYr or call the Hurricane Sandy Helpline at (888) 769-7243,RT @NYGovCuomo: For info on extended tax filing deadlines: http://t.co/c9zPpeYr or call the Hurricane Sandy Helpline at (888) 769-7243,not_request,not_request,1,0
2071,2077,Help those who lost everything from Hurricane Sandy - Text the word REDCROSS to 90999 to donate $10 to American Red Cross Disaster Relief,Help those who lost everything from Hurricane Sandy - Text the word REDCROSS to 90999 to donate $10 to American Red Cross Disaster Relief,request,request,1,0
2072,2078,Thoughts and prayers for everyone still suffering from the aftermath of Hurricane Sandy! Text REDCROSS TO 90999 $10 DONATION Thanks,Thoughts and prayers for everyone still suffering from the aftermath of Hurricane Sandy! Text REDCROSS TO 90999 $10 DONATION Thanks,not_request,request,1,1
